City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Hajnowka,PL,52.7433,23.5812,49.14,87,100,8.52,overcast clouds
453,Kushiro,JP,42.975,144.3747,40.82,74,10,9.46,clear sky
454,Divnomorskoye,RU,44.5011,38.1353,50.7,72,53,6.2,broken clouds
455,Lorengau,PG,-2.0226,147.2712,83.62,72,75,16.04,broken clouds
456,Along,IN,28.1667,94.7667,68.47,95,80,1.95,broken clouds
457,Banda Aceh,ID,5.5577,95.3222,80.02,81,95,5.79,overcast clouds
458,Fernley,US,39.608,-119.2518,53.74,19,52,11.01,broken clouds
459,Le Robert,MQ,14.6775,-60.9392,86.05,31,75,16.11,broken clouds
460,Lamu,KE,-2.2717,40.902,79.02,83,75,17.31,light rain
461,Qaqortoq,GL,60.7167,-46.0333,38.93,76,100,3.13,overcast clouds
462,Dandong,CN,40.1292,124.3947,43.52,64,0,5.01,clear sky
463,Mokhsogollokh,RU,61.4681,128.9203,34.63,99,100,5.59,light snow
464,Snezhnogorsk,RU,69.1933,33.2531,33.58,76,100,8.57,overcast clouds
465,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.67,67,57,2.82,broken clouds
466,Baie-Comeau,CA,49.2168,-68.1489,51.48,32,0,14.97,clear sky
467,Kyabram,AU,-36.3167,145.05,46.87,91,0,5.19,clear sky
468,Dunedin,NZ,-45.8742,170.5036,50.81,91,100,0.56,overcast clouds
469,Nanakuli,US,21.3906,-158.1547,80.55,61,75,6.91,broken clouds
470,Oussouye,SN,12.485,-16.5469,89.78,62,0,8.28,clear sky
471,Atasu,KZ,48.6814,71.6433,47.14,32,82,15.86,broken clouds
472,Upington,ZA,-28.4478,21.2561,52.18,58,0,5.75,clear sky
473,Bisira,PA,8.5196,-81.7115,70.39,79,66,2.39,broken clouds
474,Ucluelet,CA,48.9329,-125.5528,50.31,77,62,1.99,broken clouds
475,Bandarbeyla,SO,9.4942,50.8122,82.87,84,7,6.38,clear sky
476,Krasnoselkup,RU,65.7,82.4667,28.09,90,100,9.51,overcast clouds
477,Cozumel,MX,20.5083,-86.9458,89.94,74,37,11.99,scattered clouds
478,Trinidad,BO,-14.8333,-64.9,89.58,43,20,6.91,few clouds
479,Arman,RU,59.7,150.1667,35.01,78,79,3.98,broken clouds
480,Chernoistochinsk,RU,57.7364,59.8719,45.48,67,6,3.91,clear sky
481,Awjilah,LY,29.1081,21.2869,74.05,32,0,16.17,clear sky
482,Ulladulla,AU,-35.35,150.4667,56.3,85,48,8.16,scattered clouds
483,Edd,ER,13.9297,41.6925,84.2,75,100,4.0,overcast clouds
484,Guerrero Negro,MX,27.9769,-114.0611,67.42,56,0,19.26,clear sky
485,Manali,IN,13.1667,80.2667,86.09,84,100,8.03,overcast clouds
486,Pareora,NZ,-44.4871,171.2132,56.17,97,99,1.95,overcast clouds
487,Kaya,BF,13.0917,-1.0844,99.91,14,89,2.51,overcast clouds
488,Dudinka,RU,69.4058,86.1778,9.63,93,69,10.45,broken clouds
489,Bonavista,CA,48.6499,-53.1147,34.65,69,4,12.26,clear sky
490,Kamiiso,JP,41.8167,140.65,42.31,86,18,4.85,few clouds
491,San Andres,CO,12.5847,-81.7006,87.82,70,40,8.05,scattered clouds
492,Tupsan,PH,9.1992,124.7769,79.97,85,95,10.54,overcast clouds
493,Villazon,BO,-22.0866,-65.5942,60.67,8,1,24.27,clear sky
494,Turbat,PK,26.0023,63.044,86.25,35,2,2.42,clear sky
495,Hay River,CA,60.8156,-115.7999,31.98,93,100,17.27,overcast clouds
496,Mayuge,UG,0.4597,33.4803,66.11,92,85,4.85,overcast clouds
497,San Antonio,US,29.4241,-98.4936,100.9,43,0,16.11,clear sky
498,Moose Factory,CA,51.2585,-80.6094,71.6,21,0,11.5,clear sky
499,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,13.8,light rain
500,Shenjiamen,CN,29.9576,122.298,60.3,90,82,10.42,broken clouds
501,Pagudpud,PH,18.5616,120.7868,80.76,77,36,3.22,scattered clouds
502,Ormara,PK,25.2088,64.6357,81.32,81,0,13.35,clear sky
503,Simpang,ID,-1.2667,104.0833,75.99,89,100,2.71,overcast clouds
504,Port Augusta,AU,-32.5,137.7667,52.18,65,64,3.89,broken clouds
505,Macarthur,PH,10.8347,124.9953,77.49,89,90,5.55,light rain
506,Boksitogorsk,RU,59.474,33.8485,38.61,87,100,7.05,overcast clouds
507,Poum,NC,-20.2333,164.0167,76.19,65,100,13.04,overcast clouds
508,Yellowknife,CA,62.456,-114.3525,28.92,80,100,24.16,light snow
509,Burgeo,CA,47.6167,-57.6152,45.99,50,0,13.8,clear sky
510,Tatarsk,RU,55.219,75.9828,45.5,75,51,6.04,broken clouds
511,Severnyy,RU,50.677,36.5532,59.04,36,0,4.47,clear sky
512,Klyuchi,RU,52.2667,79.1667,47.07,48,8,4.25,clear sky
513,Cockburn Town,TC,21.4612,-71.1419,79.43,77,0,7.63,clear sky
514,Baicheng,CN,45.6167,122.8167,52.02,22,0,8.23,clear sky
515,Vicuna,CL,-30.0319,-70.7081,55.13,55,98,5.53,overcast clouds
516,Mindelheim,DE,48.05,10.4833,55.72,85,0,6.91,clear sky
517,Ambilobe,MG,-13.2,49.05,73.08,93,16,3.2,few clouds
518,Ryotsu,JP,38.0833,138.4333,52.75,56,100,0.96,overcast clouds
519,Nome,US,64.5011,-165.4064,32.16,93,100,23.02,light snow
520,Tilichiki,RU,60.4667,166.1,29.35,86,99,2.3,overcast clouds
521,Preobrazheniye,RU,42.9019,133.9064,43.29,56,27,6.46,scattered clouds
522,Huangchuan,CN,32.1272,115.0394,59.54,35,100,11.95,overcast clouds
523,Nam Phong,TH,16.7023,102.8557,84.09,67,94,4.85,overcast clouds
524,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,73,20,14.97,few clouds
525,Alofi,NU,-19.0595,-169.9187,78.69,89,90,12.66,overcast clouds
526,Iqaluit,CA,63.7506,-68.5145,29.93,58,75,3.44,broken clouds
527,Arak,IR,34.0917,49.6892,52.16,33,4,14.67,clear sky
528,Vrchlabi,CZ,50.627,15.6094,53.62,99,60,5.19,broken clouds
529,Copiapo,CL,-27.3667,-70.3333,69.49,46,98,5.7,overcast clouds
530,Ilhabela,BR,-23.7781,-45.3581,70.83,83,66,5.37,broken clouds
531,Naryan-Mar,RU,67.6713,53.087,30.2,96,100,4.79,overcast clouds
532,Falkenberg,SE,56.9055,12.4912,55.54,56,21,17.54,few clouds
533,Meiktila,MM,20.8667,95.8667,75.18,92,100,7.47,light rain
534,Capanema,BR,-1.1958,-47.1808,75.54,96,100,3.78,heavy intensity rain
535,Touros,BR,-5.1989,-35.4608,79.68,82,100,13.4,overcast clouds
536,Gazli,UZ,40.1333,63.45,83.89,26,75,13.06,broken clouds
537,Abnub,EG,27.2696,31.1511,88.02,14,98,4.21,overcast clouds
538,Asau,RO,46.4333,26.4,52.95,75,100,2.35,overcast clouds
539,Yinchuan,CN,38.4681,106.2731,53.51,60,2,10.87,clear sky
540,Solano,US,38.2333,-121.9511,62.91,43,75,14.97,broken clouds
541,Colac,AU,-38.3333,143.5833,48.16,89,60,1.16,broken clouds
542,Krasnogorsk,RU,55.8225,37.3181,50.05,81,0,11.18,clear sky
543,Marrakesh,MA,31.6315,-8.0083,89.67,17,0,12.66,clear sky
544,Ryazanskaya,RU,44.9553,39.5889,56.86,77,93,2.06,overcast clouds
545,Antsohihy,MG,-14.8796,47.9875,74.93,91,20,1.7,few clouds
546,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,42,20,23.02,few clouds
547,Waling,NP,27.9833,83.7667,68.41,76,25,4.27,scattered clouds
548,Inongo,CD,-1.95,18.2667,72.95,93,100,4.68,light rain
549,Corrente,BR,-3.7367,-43.3394,78.35,93,100,1.7,overcast clouds
550,Kangaatsiaq,GL,68.3065,-53.4641,27.32,80,8,8.75,clear sky
551,Yumen,CN,40.2833,97.2,58.84,43,72,3.83,broken clouds
552,Qandala,SO,11.472,49.8728,85.66,62,3,3.09,clear sky
553,Kefamenanu,ID,-9.4467,124.4781,73.63,76,96,7.45,overcast clouds
554,Bilbor,RO,47.05,25.5167,48.0,96,99,0.72,overcast clouds
555,Ekibastuz,KZ,51.6667,75.3667,48.51,39,5,5.53,clear sky
556,Ongandjera,NA,-17.8833,15.0667,74.01,26,0,8.1,clear sky
557,Sanmenxia,CN,34.7747,111.1814,50.14,69,100,9.04,overcast clouds
558,Truro,GB,50.2653,-5.0544,54.68,82,0,12.66,clear sky
559,Nishihara,JP,26.1842,127.7558,75.25,97,100,9.22,overcast clouds
560,Cave Spring,US,37.2276,-80.0128,58.93,72,100,9.22,overcast clouds
561,Yingkou,CN,40.6648,122.2283,47.46,85,0,4.16,clear sky
562,Kavaratti,IN,10.5669,72.642,84.69,72,100,14.7,overcast clouds
563,Sabang,ID,5.8933,95.3214,81.91,77,100,6.51,overcast clouds
564,Riyadh,SA,24.6877,46.7219,82.54,16,0,14.0,clear sky
565,Spitsevka,RU,45.1231,42.5125,50.41,83,100,7.11,overcast clouds
566,Victor Harbor,AU,-35.5667,138.6167,49.68,74,48,6.58,scattered clouds
567,Kerman,IR,30.2832,57.0788,73.26,23,0,11.5,clear sky
568,Caravelas,BR,-17.7125,-39.2481,73.56,87,100,9.93,overcast clouds
569,Grindavik,IS,63.8424,-22.4338,51.75,93,75,19.57,light intensity drizzle
570,Boa Vista,BR,2.8197,-60.6733,84.18,74,75,2.3,broken clouds
571,Aklavik,CA,68.2191,-135.0107,46.4,53,40,8.05,scattered clouds
572,Kerouane,GN,9.2667,-9.0167,77.65,70,69,4.23,broken clouds
573,Hervey Bay,AU,-25.2986,152.8535,71.37,83,100,8.84,overcast clouds
574,Douentza,ML,14.9951,-2.9517,95.13,10,6,10.27,clear sky
575,Plettenberg Bay,ZA,-34.0527,23.3716,57.0,75,90,5.75,overcast clouds
576,Port Blair,IN,11.6667,92.75,82.44,83,75,8.05,mist
577,Monmouth,US,40.3001,-74.1663,62.01,53,100,14.97,overcast clouds
578,Wuwei,CN,37.9281,102.6414,49.87,61,9,3.47,clear sky
579,Kupang,ID,-10.1667,123.5833,79.47,73,19,13.47,few clouds
580,West Melbourne,US,28.0717,-80.6534,91.98,55,20,13.8,few clouds
581,Jati,PK,24.3539,68.2671,81.28,76,0,14.56,clear sky
582,Dalby,AU,-27.1833,151.2667,60.98,88,100,14.43,overcast clouds
583,Deniliquin,AU,-35.5333,144.9667,45.48,88,0,4.23,clear sky
584,Anakapalle,IN,17.6833,83.0167,84.15,78,76,5.82,broken clouds
585,Lesnoy,RU,57.6198,63.0784,48.74,53,5,5.01,clear sky
586,Abilene,US,32.4487,-99.7331,104.27,16,0,23.02,clear sky
587,Barcelona,ES,41.3888,2.159,68.32,61,20,1.14,few clouds
588,Soyo,AO,-6.1349,12.3689,78.39,90,24,6.73,few clouds
589,Petkovci,BA,44.4531,19.0761,59.58,88,100,3.27,overcast clouds
590,Qasigiannguit,GL,68.8193,-51.1922,26.35,75,5,2.37,clear sky
591,Bogo,PH,11.0517,124.0055,79.39,79,40,11.18,scattered clouds
592,Xinyu,CN,27.8043,114.9334,69.03,99,100,2.55,moderate rain
593,Dingle,PH,10.9995,122.6711,78.15,88,100,8.08,overcast clouds
594,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
595,Lake City,US,30.1897,-82.6393,88.63,41,40,14.97,scattered clouds
596,Makakilo City,US,21.3469,-158.0858,79.12,61,75,16.11,broken clouds
597,Pinawa,CA,50.1489,-95.8811,68.63,42,96,3.89,overcast clouds
598,Sawakin,SD,19.1059,37.3321,81.03,59,0,9.4,clear sky
599,Mayo,US,38.8876,-76.5119,55.81,63,100,18.41,overcast clouds
600,Troitskoye,RU,52.9821,84.6757,40.12,45,96,3.2,overcast clouds
601,Lubango,AO,-14.9172,13.4925,60.53,46,0,3.58,clear sky
602,Kerema,PG,-7.9631,145.7785,78.89,88,96,3.51,overcast clouds
603,Pokhara,NP,28.2333,83.9833,67.03,69,12,7.31,few clouds
604,Nibbar,TN,36.2941,8.7666,59.68,72,40,6.91,scattered clouds
605,Bajil,YE,15.0584,43.2851,87.15,56,53,1.81,broken clouds
606,Aden,YE,12.7794,45.0367,84.88,66,93,3.53,overcast clouds
607,Asfi,MA,32.2994,-9.2372,69.24,67,3,18.32,clear sky
608,Mgachi,RU,51.05,142.2667,31.98,97,100,7.0,overcast clouds
609,Puebloviejo,CO,10.9938,-74.2844,91.58,62,20,13.8,few clouds
610,Kingston,JM,17.997,-76.7936,86.23,71,20,14.97,few clouds
611,Santa Fe,AR,-31.6333,-60.7,78.03,53,42,4.0,light rain
612,Ponta Delgada,PT,37.7333,-25.6667,69.49,77,40,9.22,scattered clouds
613,Liverpool,GB,53.4106,-2.9779,62.65,70,20,5.75,few clouds
614,Barrhead,GB,55.7992,-4.3929,58.53,79,75,10.36,broken clouds
615,Sao Francisco,BR,-15.9486,-44.8644,85.59,36,66,7.2,broken clouds
616,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,68,20,3.98,few clouds
617,Westport,US,41.1415,-73.3579,60.62,36,100,8.99,overcast clouds
618,Port Shepstone,ZA,-30.7414,30.455,65.61,72,100,8.16,overcast clouds
619,Mujiayingzi,CN,42.1167,118.7833,45.03,45,0,6.64,clear sky
620,Hatsukaichi,JP,34.35,132.3333,65.57,13,100,2.01,overcast clouds
621,Camargo,MX,27.6667,-105.1667,94.66,6,0,11.97,clear sky
622,Teya,RU,60.3778,92.6267,21.61,96,100,4.38,overcast clouds
623,Cassilandia,BR,-19.1133,-51.7342,82.72,47,0,3.71,clear sky
624,Omboue,GA,-1.5746,9.2618,78.08,91,50,5.68,scattered clouds
625,Umm Kaddadah,SD,13.6017,26.6876,85.69,6,86,12.5,overcast clouds
626,Canico,PT,32.6333,-16.85,66.7,78,20,17.27,few clouds
627,Ketchikan,US,55.3422,-131.6461,54.07,50,0,9.22,clear sky
628,Palanga,LT,55.9175,21.0686,42.82,39,0,8.05,clear sky
629,Half Moon Bay,US,37.4636,-122.4286,61.11,64,100,21.85,haze
630,Correntina,BR,-13.3433,-44.6367,82.72,43,100,7.34,overcast clouds
631,Arlit,NE,18.7369,7.3853,95.54,12,88,6.11,overcast clouds
632,Brae,GB,60.3964,-1.353,48.11,88,100,16.67,overcast clouds
633,Gornopravdinsk,RU,60.05,69.9,43.57,89,94,5.06,overcast clouds
634,Goma,CD,-1.6792,29.2228,64.54,90,99,1.86,light rain
635,Voh,NC,-20.9667,164.7,69.93,83,100,6.22,overcast clouds
636,Khani,GE,41.9563,42.9566,42.37,99,100,1.41,overcast clouds
637,Khandyga,RU,62.6667,135.6,39.51,95,100,9.08,moderate rain
638,Tyup,KG,42.7276,78.3648,54.93,56,0,4.7,clear sky
639,Saint-Augustin,CA,51.226,-58.6502,46.69,43,92,12.37,overcast clouds
640,Berezovka,BY,53.7214,25.4993,45.01,77,55,6.89,broken clouds
641,Alyangula,AU,-13.8483,136.4192,75.07,100,5,3.44,clear sky
642,Gewane,ET,10.1664,40.6453,88.88,28,46,3.96,scattered clouds
643,Churapcha,RU,62.0025,132.4325,36.84,98,100,5.61,light rain
644,Ivanovka,KG,42.8878,75.085,64.71,53,0,4.18,clear sky
645,Mangotsfield,GB,51.4878,-2.504,60.31,69,28,5.75,scattered clouds
646,Scottsbluff,US,41.8666,-103.6672,69.78,41,94,11.01,overcast clouds
647,Baiyin,CN,36.5583,104.2081,44.71,80,0,3.62,clear sky
648,Collie,AU,-33.3667,116.15,51.24,97,1,0.74,clear sky
649,Emba,KZ,48.8264,58.1442,53.94,34,93,17.38,overcast clouds
650,Pueblo,US,38.2545,-104.6091,79.79,33,0,12.37,clear sky
651,La Ronge,CA,55.1001,-105.2842,52.05,32,75,16.11,broken clouds
652,Quelimane,MZ,-17.8786,36.8883,75.15,83,0,4.61,clear sky
653,Olafsvik,IS,64.8945,-23.7142,44.96,90,100,19.17,light rain
654,Camana,PE,-16.6228,-72.7111,70.47,72,51,10.13,broken clouds
655,Kutum,SD,14.2,24.6667,81.43,6,8,8.34,clear sky
656,Kyzyl-Suu,KG,42.3414,78.0056,55.83,45,0,6.55,clear sky
657,Vestmannaeyjar,IS,63.4427,-20.2734,47.8,93,100,24.67,light rain
658,Grimshaw,CA,56.1834,-117.6027,33.42,86,75,12.66,light shower snow
659,Verkhoyansk,RU,67.5447,133.385,28.85,97,100,3.62,snow
660,Wadi Maliz,TN,36.4681,8.5495,62.26,83,3,6.55,clear sky
661,Limoeiro Do Ajuru,BR,-1.8953,-49.3806,78.96,89,100,5.64,overcast clouds
662,Bonthe,SL,7.5264,-12.505,78.78,83,100,5.91,overcast clouds
663,Codrington,AU,-38.2667,141.9667,46.22,91,45,5.32,scattered clouds
664,Wanning,CN,18.8003,110.3967,77.14,87,100,1.28,overcast clouds
665,Nizhniy Kuranakh,RU,58.8353,125.4869,35.26,99,100,4.36,snow
666,Bone,DE,51.9669,12.1396,53.26,67,6,6.6,clear sky
667,Kimbe,PG,-5.5502,150.1429,76.3,92,100,3.38,overcast clouds
668,Pecos,US,31.4229,-103.4932,98.69,4,0,14.97,clear sky
669,Yaan,NG,7.3833,8.5667,85.51,61,100,8.7,overcast clouds
670,Grand Gaube,MU,-20.0064,57.6608,75.6,79,2,3.0,clear sky
671,Les Cayes,HT,18.2,-73.75,83.25,61,5,8.68,clear sky
672,Comarapa,BO,-17.9,-64.4833,62.83,60,30,8.63,scattered clouds
673,Kamuli,UG,0.9472,33.1197,64.78,98,100,2.93,light rain
674,Havoysund,NO,70.9963,24.6622,32.23,70,100,17.63,light snow
675,Sola,VU,-13.8833,167.55,80.1,76,68,24.2,broken clouds
676,Pokrovka,KG,42.3414,78.0056,55.62,48,0,6.4,clear sky
677,Boysun,UZ,38.2061,67.1986,73.36,29,92,5.55,overcast clouds
678,Okato,NZ,-39.2,173.8833,63.18,90,98,11.01,light rain
